title,link,comments
"“폐지 할머니께 유통기한 지난 음식 주는 엄마, 괜찮나”",https://n.news.naver.com/article/005/0001652857?ntype=RANKING,"['답은 너무 명확합니다..나눔과 베품은 내가 못쓰는 것을 주는 것이 아니라, 내가 쓰는 것을 남과 나누는 것입니다. 내가 못쓰는 것은 버리시고, 내가 쓰는 것을 할머니께 나눠 주시면 되고, 그게 싫으면 그 할머니가 문을 두드리시면 거절하시면 됩니다....', '저런 엄마 부끄럽다.', '할머니께도 어머니가 드실수있는 음식도 좀 드려보시라고.... 어머니도 친정어머니계셨을텐데 이왕에 좀더 큰마음으로 베풀어보심이 어떨지요', '지 먹기 싫은 음식물을 남에게 주면 안된다. 이런 인간을 소시오패스 또는 싸이코패스라고 부른다.', '날짜 지난 음식은 안 됩니다 면역력이 떨어진 노인분들은 치명적일 수 있습니다 착한 마음도 중요하지만 착한 마음속에 담겨 있는 건강한 음식을 드리는 것도 중요합니다....... 대한민국 부모님들 건강하세요 사랑합니다.........♥️....\n..']"
“1만5000원어치 맞아?” 유튜버도 놀란 광장시장 물가,https://n.news.naver.com/article/005/0001652949?ntype=RANKING,"['광장시장 물가도비싸고 사람도많고 위생도안좋다.또한 카드내밀면 정색한다.외국인 가면 덤탱이도 씌운다.전통시장살리자살리자 하는데 바뀌지않으면 평생 똑같다.일단 광장시장 먹거리 더럽다.매우더럽다.', '가지 마세요.. 더럽게 비싸고 지저분하고 중국놈 천지 입니다.', '광장시장 카드 거절하는거 반드시 신고당해야 한다.다 불어서 부서지는 잡채부터 위생부터 하...계좌이체하라고 픽 던져주는 입금계좌적힌 종이...진짜 바뀌어야한다', '유튜브나 외국관광객들이 많이 찾아오면 질좋은 음식을 내어주지는 못할망정 가격후려치기는 하지 말아야지 ㅋㅋㅋ 꼭 보면 상인들이 지 복을 지가 찬다니까. 언제까지 저렇게 호황을 누리겠냐만, 또 한편으로 생각해보면 돈까스도 12,000원 넘는데도 많더니만 뭐 한국 음식점들 대부분이 저런 비판에서 자유롭지 못할 것 같다. ㅋㅋㅋㅋㅋㅋㅋㅋㅋ', '사주는 사람이 있으니 저 가격에도 팔리는거']"
"조국 “윤석열씨, ‘정권 파탄’과 ‘가정 파탄’ 중 어느 것 택할까”",https://n.news.naver.com/article/005/0001652918?ntype=RANKING,"['저런 범죄자를 지지해주는 몰상식한 사람들이 넘쳐나니반성을 안하지', '국민이 민주적인 방법으로 선출을 했으면 본인 마음에 안들더라도 대통령은 대통령으로 인정을 해야지 고의적으로 ~씨라고 예우 없이 호칭하는 건 자신이 대선 불복, 국가 전복의 의도를 가진 반민주 세력임을 고백하는 것으로 보아야 겠지요?', '저런인간이 교수라는 직업까지 깆고 이썼다니 무식한 조씨', '하급은 매번 남탓을 한다. 그래서 평생 하급이다.', '찌질']"
이준석 “당 전권 주면 120석 자신… 그래도 역적 될 것”,https://n.news.naver.com/article/005/0001652934?ntype=RANKING,[]
화장실서 여친 살해한 해경… 임용 전 ‘성범죄 전과’도,https://n.news.naver.com/article/005/0001652948?ntype=RANKING,"['법원의 솜방망이 처벌이 저런 괴물을 만들어낸다', '전과가 있는데 경찰을 할 수 있는거임??', '해양경찰관을 임용할때,과거 전과기록을 살펴보지 않나요? 공무원,교사 임용할때는 전과기록 조회를 합니다..음란물 유포방지 혐의로 벌금형 받았으면,채용하지 말아야죠..여친을 폭행하고 목졸라 살해한 30대 해양경찰관은 사형을 선고합시다. 범인은 임용 시험 전에 성 관련 범죄를 저질러 처벌받은 전력이 있었던 것으로 확인됐어요.', '지금도 그래도 공무원 하길원하는 사람들 많을텐데, 전과기록 있는 응시자가 면접까지 합격했다는게 의문이네요. 무슨 빽이 있었던 겁니까? 이제 범죄자들도 공무원 가능한 세상이군요. 아니면 원래 전과 기록 같은건 보지 않았던 건가요?']"
"검찰, 이재용 징역 5년 구형…""공짜 경영권 승계""",https://n.news.naver.com/article/422/0000629899?ntype=RANKING,"['공짜? 좀 삼성좀 냅둬라..와이리 괴롭히노..', '공짜승계했다고 징역 때렸다고...판사야...너는 부모돈으로 공짜로 밥먹고 공부하지 않았냐?~ 징역때린놈도 같이 징역 당해야 할듯...본인도 공짜로 부모돈 받고 자랐잖아...판새 좌파세이야...어떻게든 나라 망하게 할려구 별 짓을 다해요', '이죄명 처럼 부정 비리를 저지른 것도 아니고 3대에 걸처 국가적인 부를 이룩 나라를 부강하게 하였는데 문재앙 정권이 무리하게 기소를 한 것이다.막말로 지가 벌어 지가 재산 지키려한게 무슨 죄가 되나?  그게  죄가 된다면이죄명의 아버지 부관참시하고 손자대까지 벌을 줘도 시원치 않겠다.   이재용의 죄를 사면하라! 불기소 처분이 마땅하다!', '그만 좀 못살게 굴어라 이 공산주의자들아', '문재인이 심어논 떡감 들 잘한다수출로 먹고사는 나라 오너 다  없애면 일본 꼴 나지']"
"""한국 청년, 러시아군 자원입대해 돈바스에 배치""",https://n.news.naver.com/article/422/0000629911?ntype=RANKING,"['그러니까 북한이 좋으면 그냥 싹 다 월북해 버려라. 남한에서 투정부리지 말고 이 민주당 패거리야.', '차라리 자기소신대로 공산주의가 좋다고 간것은 이해가 된다 근데 더불어전라당과 지지자들은 북괴외 중국을 찬양하고 종북종중 사대하면서 대한민국에 끝까지 남아서 좌익짓 하지말고 너것들이 원하는 북으로 가서 살아라 여기는 우리가 살아갈께', '일단 대한민국에서 제정신이 남자라면 절대 안감. 정신병 환자이거나 범죄자거나 둘중하나.', '예전에 탈레반에 자원해서 총알받이로 사라진  20살먹은 모지리 있었는데. 이번 모지리는 몇살이나 먹었고 무슨생각으로 러시아군에 입대했는지,? 한 20일쯤 지나면 집에가고싶다고  연락오겠지만. 안타깝네요~~~^^', '진짜한국인맞을까? 아닐수도 확실하지도않고 그냥 러샤언론일뿐인데']"
행정망 종일 먹통…주민센터·정부24 서류발급 차질,https://n.news.naver.com/article/422/0000629905?ntype=RANKING,"['북한 해커들 짓인지 수사하라.', '중공이나 북한쪽에 뚫렸다고 보는것이 합당한듯! 원인도 해결도 못한다면  큰문제가 아닌가싶은데?  국정무력화를  통해 얻고자 하는게 있나도싶고? 내년 총선은 무조건 사전선거 철폐와 수개표로 진행하는것이 옳다고봄!', '내일 행정안전부 전공무원 정상출근 정삼근무시켜 국민들이 피해 입지않도록 해라', '이건단순행정마비 아닐거다.분명무슨 조작을 벌이고있을거다', '북한이 했을끼다...']"
김기현-인요한 전격 회동…'횡재세' 놓고 여야 공방,https://n.news.naver.com/article/422/0000629882?ntype=RANKING,[]
"'용산 집단마약 모임' 주도범 2명 첫 재판…""혐의 인정""",https://n.news.naver.com/article/422/0000629887?ntype=RANKING,"['문가넘 및 종북좌파 땜에 나라가 마약 천국일세', '우리 나라도 마약  하면  무조건 사헝. 무기 징역으로 강력하게  해봐라 그럼 할사람 없다 장난하고 놀고들 있네', '마약홍보대사 황운하 그늠은?', '마약사범  어떻게  처리  하는지  중국에게  배워라', '떼거리 마약  사건의 주범은 사형에 처해 주세요...아님  베트남이나 중국에  위탁  처벌로 사형 집행 다하게 해 둡시다']"
이재용 회장 징역 5년 구형에 삼성 ‘충격·당혹’…1심 선고는 언제?,https://n.news.naver.com/article/009/0005216770?ntype=RANKING,"['좀..그만 괴롭히세요..그간 충분히 맘고생했습니다.', '이재용 회장이 징역이면 국개의원들은 사형이다~ 국개의원들 나라에 기여도가 얼마나 된다고 생각함?', '간첩 문재인 정권때  백신수급 어려워지자 가뒀던 이재용 회장 한명이 해결했지. 일당 백. 쓸모없는 간첩들과 주사파 좌파늠들은 영원히 없어져야함.', '적당히 좀하자 ..잘못은 했지만..그 누구보다도 나라위해 일선에서  봉사하는 이다', '삼성과 이재용 회장은  대한민국 경제와 생활의 성실한 리더이다.  국민들은 이 분들과 함께 한다.']"
"“내가 뭐가 아쉬워 사기치겠나”…‘공범의혹’ 부인 남현희, 무슨일이",https://n.news.naver.com/article/009/0005216468?ntype=RANKING,"['뭐사 아쉬워서 벤틀리받고명품선물받고  빛 갚아주게하고 동생내외에 조카까지 돈받게 해주었니?', '재주는 전청조가하고 돈은 니가받아 챙겼다며?그럼 공범이지!!', '사진 인물변형이 심하네.', '조국이나 이재명도 뭐가 아쉬워서 사기 쳤겠나? ㅎㅎ', '사기친 사람이 치고싶어서 쳤것냐 하는거네..사기 방조와 이익취득은 맞는것같네']"
초등학생 동생 5년간 성폭행한 친오빠…부모는 딸 도움 호소 외면,https://n.news.naver.com/article/009/0005216867?ntype=RANKING,"['어린 자녀의 도움을 외면한 부모도 처벌해야 합니다', '부모 쓰레기는 처벌 안하냐', '하긴 부모가 정상 이였으면 오빠가 저런짓을 할리 없지. 안타깝다. 딸은 누굴 의지하면 사냐.', '부모와 오빠  영구히 사회와 격리 되어야 한다', '부모도 같이처벌해야하는게 당연한거 아닌가요']"
"평균연봉 1억 넘는데 ‘줄퇴사’…산업은행, 역대급 신입직원 구하기 주목",https://n.news.naver.com/article/009/0005216652?ntype=RANKING,"['현재 산업은행은 경남권의 지역특채로 인하여 새로운 파벌이 생기고 있고, 전체인력의 2~30%가 지방특정대학의 인력으로 형성되어 가고 있다는 점입니다. 지역 균형발전도 좋지만 특수목적 은행의 기능이 저해되지 않도록 하는 것도 중요한 것 같습니다.  글로벌 경쟁력을 확보하기위해서는 이런 부분도 참고를 해야 할 듯합니다.', '국가 재정이랑 연계된 은행을 제대로된 검토도 없이 부산으로 보낸다고 하니 직원들이 다 나가지... 결국 피해는 국민들이 본다', '충청도랑 강원도에는 지역기반 은행 하나도 없고 금융공기업도 없음. 부산에는 부산은행과 경남은행이 있고, 금융공기업 계속 받아가서 주금공, 거래소, 예탁결제원, 기술보증기금, 주택공사 등등 이미 서울 다음으로 금융공기업 많음... 그런데 충청도 강원도는 다죽어가는데 또 부산?? 부산이기주의는 이제 그만....', '금융에서 제일 중요한게 전문 인력인데 ㅉㅉ 정치가 금융을 망친다', '정치판에 매번 흔들리다 본점까지 이전한다 어쩐다 하니 불안해서 다닐수가 있겠나? 인재들 나가면 기관 경쟁력 하락하고 결국 피해는 국민들에게 간다. 포퓰리즘 정책좀 그만둬라!!']"
구본무 롤렉스 받았다 세금폭탄?…LG트윈스 오지환 복잡하게 만든 셈법,https://n.news.naver.com/article/009/0005216592?ntype=RANKING,"['공로로 선물준다는데 무슨 세금을 뺏어가냐 증여세좀 없애자', '구회장이 번개장터에 올리고 오지환은 100원에 안전거래해라', '세금세금~~~복권에도 세금 붙는 나라;;;상속세 폐지해라 나라 망한다', '기자 똑똑하눜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 오지환 세금 걱정도 해주고 ㅋㅋㅋㅋ', '누구를 위한 세금인지 !']"
"대구 찾은 한동훈, '총선 출마설'에 ""의견 많을 수 있다""",https://n.news.naver.com/article/011/0004262950?ntype=RANKING,"['대구는 개목줄에 빨간리본만 달아도 당선된다', '윤통이 대통령 하니간 너도나도 정치하고 싶은가보네 ㅉㅉ 깐죽이는 깐죽이로 남지', '한동훈이 지금까지 뭐했는데~  그리고 대구가 그렇게 만만하냐 쓰래ㄱ들은 왜자꾸 대구오데~  와그라는데', '탄핵당하기 무서워서 꼼수사퇴하고 방탄출마하려고 와이프 사진뿌리며 언플질햇던거구나 한가발 탄핵에 쫄았네 ㅋㅋ그러니 위법행위하지말고 똑바로 살았어야지?', '법무부에서 일은 안하고 얼굴마담하는 법무장관 1호. 멍똥후니']"
'임영웅 사는 연예인 아파트'…'트롯 왕자' 정동원이 매입한 20억대 주상복합은 어디,https://n.news.naver.com/article/011/0004262864?ntype=RANKING,"['딴따라가 하는것에 비해 너무 많이 받음.', '남편들이 죽어라 벌어다준돈 ..트롯트로 다 쏟아붓는 아줌마들..ㅋ', '이런글 두번다시보기싫다  경기안조아  다힘들다', '미쓰트롯 귀염둥이 정동원은 어디가고.,  어색한 인상에 남자가 사진에 올라와있나..  ㅡㅡㅋ  그냥 생긴대로 살지. .머한다고 손을대서..  에휴', '왜   이런 기사를 쓰는지 ...안궁금하다']"
"중고 거래로 만난 男과 모텔 갔다가…43분간 감금당한 여성, 왜?",https://n.news.naver.com/article/011/0004262634?ntype=RANKING,"['와 당근으로 만나서 모텔도 가는구나 ㅋㅋㅋㅋㅋㅋ 어메이징', '중고거래서 만나 술마시고 모텔을 가? 이거 원나잇인데?  ㅡㅡ진짜 비정상이네....', '썩을 것들.. 그것도 중고거래하냐?', '중고거래하면서 별짓을 다하네. 세상 말세다', '서울경제 저질언론답게 쓸데없이 참 디테일하게도 묘사를 하네']"
수능 이틀전 사라진 수험생…어디로 갔나 위치 추적해보니 '헉',https://n.news.naver.com/article/011/0004262596?ntype=RANKING,"['혹시 알아!? 머리 식히러 간 군대가 체질일지....길은 여러갈래다. 돌고 돌아 목표 도달할지, 아님 나에게 또 다른 길이 있을지.인생 아무도 모르는 것이다. 철원..;;진짜 춥고 눈 많이 오던데 몸 건강히 무사전역하시길!', '응원한다 아들아!!!~넌 정말 멋지고 행동에 옮기는 멋진 사람이구나~꼭 행운이 따르는 삶을 살거니까 아들 마음대로 하고 살아~너를 원하는 대학에 가서 좋은곳에 취업하길~~', '아이고 아들아 ㅜㅜ 화이팅!!', '어떻게 보면 아주 현명한 선택을 한것일수도. 몸 건강하게 군 생활 잘하고 오셈~~', '너무  멋지십니다.     진심담긴  뜻 그대로  멋지다는 말을  오랜만에  씁니다.  건강히  잘  있다  나오세요응원합니다.']"
성적 낮게 줬다고…방망이로 스승 살해한 美 10대들 '종신형',https://n.news.naver.com/article/011/0004263070?ntype=RANKING,"['저런 판결이 맞지요. 아무리 10대라도 살인을 저질렀으니 그에 맞는 판결이고. 그래야 피해자 가족들이 그나마 맘의 위로를 받는것입니다. 우리나라 법도 빨리 계정되어야 됩니다. 촉법소년도 폐지되어안합니다', '초범이고 벌금형이상의 전과도 없으며 죄를 뉘우치는데 종신형을 때렸다고? 우리나라 판사들 뒷목잡고 쓰러지겠네.', '이런게 선진국다운 판결이다', '미국 판사는 국민을 위한 판사, 대한민국 판사는 범죄자를 위한 판사.', '찢재랑 관상이 비슷하노']"
"‘트로트 왕자’ 정동원, 20억대 주상복합 매입…임영웅과 이웃 됐다",https://n.news.naver.com/article/016/0002226329?ntype=RANKING,"['우리나라 연예계가 눈먼 돈 제일 많은 듯...세무조사 함 가즈아...', '이러니 죽어라  연습생실이 북적이는 이유 ㅎ  서민들은 그저 죽어라 일해도평생 만져보지도 못한 금액', '사회에 필요한 사람들이 돈을 잘벌어야 하는데...연예인 저런 애들 없어도 우리 일상에 크게 문제될 거 없잔아. 소방관, 미화원 등등 이런 사람들이 대우를 받아야 하거늘', '이런기사좀 내지마라.서민들 기죽는다..', '국민들이  해준 만큼  기부도   좀 해라!!!!']"
"조국, 尹대통령에 ‘윤석열씨’…“김건희특별법, 가정파탄? 정권파탄?”",https://n.news.naver.com/article/016/0002226176?ntype=RANKING,"['역대 가장 위선적이며 이중적인 정치인이자 사상가 중에 한 명이 바로 당신이라고 나는 생각합니다.', '네네~ 입시비리 잡범이 씨부리는 소리 잘들었습니다', '웅동학원 사회 환원 하겠다는 약속은 언제하냐? 니들 입으로 예기한것도 안지키는 인간이 무슨 낮짝으로 자꾸 기어나오는지  너의 감춰진 민낮을 세상에 널리 알려준 문죄인에게 감사해야지', '파렴치한으로 이사회악에근원으로 손색없을 인간이하의 위선자 이제 여겨운 입으로 또다시 더러운 덩어리에 위장술로 추태를 부리는 추악한놈', '조국...법학교수라는 넘이 사법시험에 응시를 안했는지, 여러차례 떨어져서 포기했는지 능력도, 실력도 없는 넘이 정치를 앞세워 교수질을 했는데 이게 다 어이없는 일이다...이넘은 왜 만취자의 교통사고로 죽지도 않나?']"
[속보] ‘징역 5년 구형’ 이재용 “제가 감당할 몫…다른 이들은 선처해달라”,https://n.news.naver.com/article/016/0002226442?ntype=RANKING,"['더러운 정치인들 이득본 후 설거지는 기업총수들 몫. 이게 기업의 현주소다. 이재용과 삼성도 교활한 정치인들 손에 놀아나지 않도록 세련되어야 살아남는다. 허구한 날 감옥 갔다 올이유가 뭔가.', '문재앙 한데시달렸는데\n또 좀제발 냅둬라\n삼성 때문에 대한민국 \n겅제를 살린거다\n찢재명 문재앙 은 왜\n그냥두냐 두사람 먼저 깜빵 보내라 \n\n삼성 이재용 회장님 힘내세요\n사랑합니다 \n대한민국 쵝오 👍 의 대기업 삼성\n무궁무진한 성공 기대해봅니다\n아무쪼록 힘내세요 파이팅 입니다', '그게 수장이지. .응원 합니다.', '삼성 점 냅둬라 왜케 괴롭히냐 우리나라는 삼성이 다 먹여살렷구만', '아오 그놈의 징벌적 상속세..']"
"“3억 놓고 지독한 몸싸움” 낯익은 ‘얼굴’…뒤늦게 알고보니, 이런 일이",https://n.news.naver.com/article/016/0002225943?ntype=RANKING,"['약을 무지막지하게 꽂았네 ㅋㅋㅋ', '약쟁이는 출연시키지 마라. 약으로 키운건 건강한 피지컬이 아니다.', '여자 10년동안 하루도 안쉬고 식단하면서 운동만하고 자고 반복해도 절대 저몸 안된다 약쟁이 아지메', '결국 우승자는 약빨이 아니였음', '진짜 몰입해서 재밌게 봤어요. 쓸데없는 나레이션 리액션 리플레이 안넣는거 넘나 좋았습니다 👍 출연진들이 땀뻘뻘 흘리며 진심으로 하는 모습에서 감동이 오는것 같아요']"
육사 ‘독립영웅실’ 30일까지 철거…“민심 반하는 역사 쿠데타”,https://n.news.naver.com/article/016/0002226361?ntype=RANKING,"['태어나서는 절대 안되는 정권이 생겨서 별 더러운짓을 다하는구나.!!   윤가놈이 친일파라서...   나라 팔아먹을 태세네~~~', '이제 정권 바뀌면 육사를 철거하자! 스스로들 친일 무관학교가 자신들의 뿌리라는데...., 임시정부 무관학교를 뿌리로 두는 사관학교 다시 세워야!', '일본육사정신과 군사쿠테타 전문기관인 육사는 차라리 해체하는게 좋겠다. 우리영토를 침략하는 적들과 싸우는 장교양성기관이 되어야지 일본군이 침략하면 반자이를 외치며 항복하고  오직 북한공산군만 상대하기 위해 육성하는 장교양성 기관은 필요 없다. 그런 기관은 뉴라이트에서 비용을 대던지 사립으로 전환하고 제3사관학교, 학군,학사장교의 육성과 이들의 장기복무를 위한 복리증진에 국민세금을 지원해야 한다.', '정권 바뀌면 이 일에 연루된 자들 모두에게 국민의 철퇴.... 역사의 철퇴가 꼭 가해질 것이다.', '독립운동가들은 독립기념관으로 가는 게 맞습니다.']"
"與 ""尹 장모, 억울한 측면 있어…文정권 검찰서 무리하게 기소""",https://n.news.naver.com/article/001/0014338378?ntype=RANKING,"['장모대응문건까지 만든 마당에 오히려 봐주기 기소지 저게 양심이란게 없는 정당이네', '2심판사가 왜 사기는 기소하지 않았냐고 했다지? 무리한 기소? 국민이 뉴스도 보지 않는다고 생각하나?', '우와!!ㅋㅋㅋ 억울??? 사문서 위변조인데?? 미쳤구나...???ㅋㅋㅋ', 'ㅋㅋ진정한 윤또까의 개돼지들일세!!', '다음은 양평 공흥 지구, 서울-양평 고속도록 노선 변경. 검찰과 경찰이 많이 바쁘겠네요.']"
"민주 ""연합뉴스TV를 마약사범·갑질투기꾼 을지재단에 넘기려해""",https://n.news.naver.com/article/001/0014338802?ntype=RANKING,"['더불어마약당이 별소릴...ㅉ', '사회주의 프로파간다 공중분해하고 민주당 편파보도에 대해 책임자 처벌과 손해배상 시키자 👍', '우측통행 하라고 그렇게 교육을 해도  좌측통행하는  조선인민공화국 종북좌파 범죄자 민주당 저질집단', '더듬어 성폭행당 또 선동한다...........공갈,협박,조작,횡령,금품 살포,위조,성폭행 트래이드 마크', '마약은 저짝이 전문 아닌가요 ;;']"
"대구찾은 한동훈, '검사탄핵'에 ""민주당 내부교통정리 먼저해야""",https://n.news.naver.com/article/001/0014338504?ntype=RANKING,"['민주당을 탄핵하고싶다', '법 잘지키고 일 잘하는 장관은 탄핵하고 법 안지키는 사람은 가만히 놔두는게 레전드 ㅋㅋㅋㅋ', '총선은 국민들 삶에 중요한 것인 건 분명하다""며 ""오늘 여기서 점검하고자 하는 범죄 피해자를 더 잘 보호하는 것, 인구 위기를 극복하기 위해 외국인 정책과 이민 정책을 잘 정비하는 것이 국민들께 더 중요할 수 있다고', '범죄자들, 범죄 지지자들만 부들부들', '지금  대구계신거 실시간 보고있는데 한장관  인기폭발이네요ㅋ']"
"[속보] 이재용 ""온전히 앞으로 나아가는데 집중하게 기회 부탁""",https://n.news.naver.com/article/001/0014338873?ntype=RANKING,"['삼성전자 응원합니다. 힘내세요', '12조 상속세 내고 수만점 문화재급 보물 바치고도 계속 검찰에 쫒겨 다니나 이게 한국식 자본주의 인가. 어쩌라는 건가 경영권 미국 사모펀드에 넘겨주라는 거냐 다른 재벌들이 다 미리 도망가겠다', '민주당은 한국 망하게 할라고 삼성 조지는거임 ㅎ', '이재용이 돈이 수십조가 있어봐야 뭐가 즐겁겠냐. 사치?  벤틀리 롤스로이스?  그딴건 졸부 양아치들이나 타는거고. 모든 언론들이 일거수 일투족을 다 보고있는데 백화점가서 명품 사는 행복함이라도 있을까. 눈뜨면 전세계 사업장 돌아다녀야 하는 사람인데.  이재용은 부자의 기준을 넘은 기업인이고 우리는 그를 응원해야한다', '이재용 힘내세요!']"
'개식용 금지' 특별법 연내 추진…2027년부터 도살·판매 등 단속,https://n.news.naver.com/article/001/0014338060?ntype=RANKING,"['개고기를 먹지 않지만 금지 하는건 자유민주주의 국가에서 할일은 아닌거같습니다.', '법으로 제제할 건 아니지 않나? 그건 개개인의 선택에 맡겨야지.', '그렇게 강아지를 가족으로 생각한다면 앞으로 강아지 등록제 시행하고 거세도 중단해라. 거세헤서 지들 편하자고 동물 학대 하지말고 그리고 강아지 버리면 유기죄로 처벌도 해라.', '돼지는? 소는? 닭은?', '보수 정권 맞나? 개를 먹지 말아야 하는 이유를 좀 알려줘봐?']"
